GWAS	analysis_class	frozen_archetype	condition	set_id	n_genes_requested	n_genes_mapped_to_entrez	n_genes_tested	beta	SE	P	BH_FDR	status
T2D DIAMANTE 2022	gained_vs_control	GFI	dex	DA0104	6	4	4.0	0.31224	0.68286	0.32375	0.54126953125	insufficient
T2D DIAMANTE 2022	gained_vs_control	GFI	palmitate	DA0105	9	5	5.0	-0.17336	0.48549	0.63948	0.7864868965517242	insufficient
T2D DIAMANTE 2022	gained_vs_control	GMEB2/2	3-cyt	DA0106	11	3	3.0	0.61514	0.69712	0.18879	0.39608882352941177	insufficient
T2D DIAMANTE 2022	gained_vs_control	GMEB2/2	Ex-4_HG	DA0107	15	8	8.0	0.33656	0.3426	0.16296	0.3683814084507042	insufficient
T2D DIAMANTE 2022	gained_vs_control	GMEB2/2	IFNg	DA0108	8	4	4.0	-0.0024626	0.64559	0.50152	0.670783	insufficient
T2D DIAMANTE 2022	gained_vs_control	GMEB2/2	dex	DA0109	18	11	11.0	0.33571	0.2908	0.12417	0.31633785714285717	exploratory
T2D DIAMANTE 2022	gained_vs_control	GMEB2/2	palmitate	DA0110	11	6	6.0	0.37821	0.4087	0.17739	0.3873618367346939	insufficient
T2D DIAMANTE 2022	gained_vs_control	HAND1	3-cyt	DA0111	3	1						insufficient
T2D DIAMANTE 2022	gained_vs_control	HAND1	Ex-4_HG	DA0112	5	3	3.0	0.2282	0.54303	0.33716	0.5449418592964824	insufficient
T2D DIAMANTE 2022	gained_vs_control	HAND1	IFNg	DA0113	3	2	2.0	1.0997	0.94588	0.1225	0.31633785714285717	insufficient
T2D DIAMANTE 2022	gained_vs_control	HAND1	dex	DA0114	0	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	HAND1	palmitate	DA0115	5	4	4.0	-0.17665	0.53448	0.62949	0.7771780384615385	insufficient
T2D DIAMANTE 2022	gained_vs_control	HD/10	3-cyt	DA0116	121	51	51.0	0.092073	0.17693	0.3014	0.5200370744680851	primary
T2D DIAMANTE 2022	gained_vs_control	HD/10	Ex-4_HG	DA0117	132	55	54.0	0.049713	0.169	0.38432	0.5726521658986176	primary
T2D DIAMANTE 2022	gained_vs_control	HD/10	IFNg	DA0118	175	79	77.0	0.029971	0.13903	0.41466	0.5915815999999999	primary
T2D DIAMANTE 2022	gained_vs_control	HD/10	dex	DA0119	167	75	74.0	0.0818	0.14056	0.2803	0.4916737704918033	primary
T2D DIAMANTE 2022	gained_vs_control	HD/10	palmitate	DA0120	95	30	30.0	0.10245	0.24906	0.34041	0.5463580499999999	primary
T2D DIAMANTE 2022	gained_vs_control	HD/11	3-cyt	DA0121	54	18	17.0	-0.03634	0.28903	0.55003	0.7148163157894737	exploratory
T2D DIAMANTE 2022	gained_vs_control	HD/11	Ex-4_HG	DA0122	45	18	18.0	-0.060717	0.30236	0.57958	0.7324613385826771	exploratory
T2D DIAMANTE 2022	gained_vs_control	HD/11	IFNg	DA0123	54	22	22.0	-0.15851	0.25003	0.73694	0.8346	exploratory
T2D DIAMANTE 2022	gained_vs_control	HD/11	dex	DA0124	24	6	6.0	-0.96626	0.51665	0.96926	0.9866171473354232	insufficient
T2D DIAMANTE 2022	gained_vs_control	HD/11	palmitate	DA0125	59	25	24.0	-0.06683	0.22925	0.61467	0.7658711627906977	exploratory
T2D DIAMANTE 2022	gained_vs_control	HD/2	3-cyt	DA0126	22	10	10.0	0.06779	0.35595	0.42448	0.5971433766233767	exploratory
T2D DIAMANTE 2022	gained_vs_control	HD/2	Ex-4_HG	DA0127	34	11	11.0	-0.20797	0.33952	0.72991	0.8346	exploratory
T2D DIAMANTE 2022	gained_vs_control	HD/2	IFNg	DA0128	12	8	8.0	0.089047	0.37234	0.40549	0.5864612162162162	insufficient
T2D DIAMANTE 2022	gained_vs_control	HD/2	dex	DA0129	6	1						insufficient
T2D DIAMANTE 2022	gained_vs_control	HD/2	palmitate	DA0130	17	7	7.0	0.14927	0.48703	0.37961	0.5726521658986176	insufficient
T2D DIAMANTE 2022	gained_vs_control	HIC/1	3-cyt	DA0131	274	170	165.0	0.068965	0.095029	0.23401	0.4456201775147929	primary
T2D DIAMANTE 2022	gained_vs_control	HIC/1	Ex-4_HG	DA0132	206	117	111.0	0.22656	0.11409	0.023534	0.12087872307692307	primary
T2D DIAMANTE 2022	gained_vs_control	HIC/1	IFNg	DA0133	290	177	168.0	0.1654	0.091477	0.035305	0.15314736486486485	primary
T2D DIAMANTE 2022	gained_vs_control	HIC/1	dex	DA0134	141	92	86.0	0.18464	0.12441	0.068896	0.2233900606060606	primary
T2D DIAMANTE 2022	gained_vs_control	HIC/1	palmitate	DA0135	212	148	143.0	0.050561	0.098418	0.30372	0.5200370744680851	primary
T2D DIAMANTE 2022	gained_vs_control	IRF/1	3-cyt	DA0136	77	37	36.0	0.33541	0.18854	0.037635	0.1548825	primary
T2D DIAMANTE 2022	gained_vs_control	IRF/1	Ex-4_HG	DA0137	0	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	IRF/1	IFNg	DA0138	67	34	34.0	0.0020088	0.21268	0.49623	0.6683515481171548	primary
T2D DIAMANTE 2022	gained_vs_control	IRF/1	dex	DA0139	0	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	IRF/1	palmitate	DA0140	5	5	5.0	-2.0439	0.65883	0.99904	0.99904	insufficient
T2D DIAMANTE 2022	gained_vs_control	IRF/3	3-cyt	DA0141	273	194	186.0	0.10844	0.0886	0.1105	0.2980714285714286	primary
T2D DIAMANTE 2022	gained_vs_control	IRF/3	Ex-4_HG	DA0142	197	139	137.0	0.19223	0.10202	0.029781	0.13854639130434782	primary
T2D DIAMANTE 2022	gained_vs_control	IRF/3	IFNg	DA0143	180	129	127.0	-0.0052117	0.10413	0.51996	0.6868607407407408	primary
T2D DIAMANTE 2022	gained_vs_control	IRF/3	dex	DA0144	191	131	130.0	0.073659	0.10666	0.24491	0.45554642045454546	primary
T2D DIAMANTE 2022	gained_vs_control	IRF/3	palmitate	DA0145	303	218	211.0	0.1578	0.079981	0.024259	0.12087872307692307	primary
T2D DIAMANTE 2022	gained_vs_control	KAISO	3-cyt	DA0146	1672	1134	1104.0	0.067113	0.037469	0.036644	0.1548825	primary
T2D DIAMANTE 2022	gained_vs_control	KAISO	Ex-4_HG	DA0147	1856	1268	1237.0	0.098267	0.035476	0.0028062	0.029213070967741936	primary
T2D DIAMANTE 2022	gained_vs_control	KAISO	IFNg	DA0148	2395	1614	1585.0	0.090441	0.031841	0.0022557	0.024968265517241378	primary
T2D DIAMANTE 2022	gained_vs_control	KAISO	dex	DA0149	1839	1260	1230.0	0.11393	0.035183	0.00060288	0.0123031275	primary
T2D DIAMANTE 2022	gained_vs_control	KAISO	palmitate	DA0150	1455	978	953.0	0.092857	0.040326	0.010656	0.071262	primary
T2D DIAMANTE 2022	gained_vs_control	KLF/SP/1	3-cyt	DA0151	1409	877	845.0	0.10362	0.041937	0.0067446	0.054125414999999996	primary
T2D DIAMANTE 2022	gained_vs_control	KLF/SP/1	Ex-4_HG	DA0152	1352	822	796.0	0.059023	0.043123	0.085557	0.256764	primary
T2D DIAMANTE 2022	gained_vs_control	KLF/SP/1	IFNg	DA0153	1143	701	673.0	0.041797	0.045925	0.18139	0.39264720000000003	primary
T2D DIAMANTE 2022	gained_vs_control	KLF/SP/1	dex	DA0154	2025	1226	1186.0	0.11931	0.03591	0.00044717	0.01104165923076923	primary
T2D DIAMANTE 2022	gained_vs_control	KLF/SP/1	palmitate	DA0155	1656	1012	974.0	0.088411	0.039086	0.011856	0.07462305882352942	primary
T2D DIAMANTE 2022	gained_vs_control	KLF/SP/2	3-cyt	DA0156	2719	1823	1772.0	0.092282	0.02976	0.00096644	0.015511362	primary
T2D DIAMANTE 2022	gained_vs_control	KLF/SP/2	Ex-4_HG	DA0157	3419	2314	2247.0	0.13788	0.027085	1.8047e-07	5.793087e-05	primary
T2D DIAMANTE 2022	gained_vs_control	KLF/SP/2	IFNg	DA0158	3792	2605	2525.0	0.099071	0.025724	5.8987e-05	0.002704975285714286	primary
T2D DIAMANTE 2022	gained_vs_control	KLF/SP/2	dex	DA0159	3166	2145	2082.0	0.074463	0.027741	0.0036389	0.036502715625	primary
T2D DIAMANTE 2022	gained_vs_control	KLF/SP/2	palmitate	DA0160	2617	1805	1750.0	0.11331	0.030001	7.9725e-05	0.002843525	primary
T2D DIAMANTE 2022	gained_vs_control	MAF	3-cyt	DA0161	627	306	301.0	0.047704	0.068222	0.2422	0.4546561403508772	primary
T2D DIAMANTE 2022	gained_vs_control	MAF	Ex-4_HG	DA0162	620	294	292.0	0.062277	0.068947	0.1832	0.39264720000000003	primary
T2D DIAMANTE 2022	gained_vs_control	MAF	IFNg	DA0163	557	258	255.0	0.10612	0.074544	0.077289	0.23855547115384615	primary
T2D DIAMANTE 2022	gained_vs_control	MAF	dex	DA0164	850	419	414.0	0.063566	0.059153	0.14129	0.3409547014925373	primary
T2D DIAMANTE 2022	gained_vs_control	MAF	palmitate	DA0165	772	364	358.0	0.14808	0.062872	0.0092596	0.06818988409090909	primary
T2D DIAMANTE 2022	gained_vs_control	MBD2	3-cyt	DA0166	2258	1534	1492.0	0.048957	0.03242	0.065518	0.21460487755102045	primary
T2D DIAMANTE 2022	gained_vs_control	MBD2	Ex-4_HG	DA0167	2243	1503	1460.0	0.081235	0.032871	0.0067359	0.054125414999999996	primary
T2D DIAMANTE 2022	gained_vs_control	MBD2	IFNg	DA0168	2607	1785	1730.0	0.035623	0.030396	0.12061	0.31476268292682924	primary
T2D DIAMANTE 2022	gained_vs_control	MBD2	dex	DA0169	1959	1325	1288.0	0.043024	0.034052	0.10322	0.28511384615384616	primary
T2D DIAMANTE 2022	gained_vs_control	MBD2	palmitate	DA0170	1798	1243	1214.0	0.084765	0.035528	0.0085249	0.06585467857142857	primary
T2D DIAMANTE 2022	gained_vs_control	NFAC/2	3-cyt	DA0171	2	1						insufficient
T2D DIAMANTE 2022	gained_vs_control	NFAC/2	Ex-4_HG	DA0172	7	4	4.0	0.16626	0.67176	0.40226	0.5864612162162162	insufficient
T2D DIAMANTE 2022	gained_vs_control	NFAC/2	IFNg	DA0173	1	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	NFAC/2	dex	DA0174	4	2	2.0	1.4651	0.95683	0.06287	0.2102215625	insufficient
T2D DIAMANTE 2022	gained_vs_control	NFAC/2	palmitate	DA0175	6	1						insufficient
T2D DIAMANTE 2022	gained_vs_control	NFAT/3	3-cyt	DA0176	9	6	6.0	-1.3301	0.53794	0.99329	0.99639403125	insufficient
T2D DIAMANTE 2022	gained_vs_control	NFAT/3	Ex-4_HG	DA0177	3	2	2.0	-0.22546	0.7673	0.61556	0.7658711627906977	insufficient
T2D DIAMANTE 2022	gained_vs_control	NFAT/3	IFNg	DA0178	5	1						insufficient
T2D DIAMANTE 2022	gained_vs_control	NFAT/3	dex	DA0179	0	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	NFAT/3	palmitate	DA0180	6	3	3.0	-1.1474	0.57905	0.97622	0.9866171473354232	insufficient
T2D DIAMANTE 2022	gained_vs_control	NFAT/4	3-cyt	DA0181	110	54	52.0	0.41011	0.1615	0.0055574	0.04741085526315789	primary
T2D DIAMANTE 2022	gained_vs_control	NFAT/4	Ex-4_HG	DA0182	84	44	44.0	0.19545	0.17012	0.1253	0.3167031496062992	primary
T2D DIAMANTE 2022	gained_vs_control	NFAT/4	IFNg	DA0183	40	26	26.0	0.31215	0.23088	0.088193	0.26212919444444444	exploratory
T2D DIAMANTE 2022	gained_vs_control	NFAT/4	dex	DA0184	129	71	70.0	0.22053	0.15229	0.073801	0.23000117475728157	primary
T2D DIAMANTE 2022	gained_vs_control	NFAT/4	palmitate	DA0185	78	48	47.0	0.41507	0.18344	0.011832	0.07462305882352942	primary
T2D DIAMANTE 2022	gained_vs_control	NFY	3-cyt	DA0186	190	97	95.0	-0.010408	0.12262	0.53382	0.7022795901639344	primary
T2D DIAMANTE 2022	gained_vs_control	NFY	Ex-4_HG	DA0187	172	76	75.0	-0.083029	0.13235	0.73478	0.8346	primary
T2D DIAMANTE 2022	gained_vs_control	NFY	IFNg	DA0188	137	65	64.0	-0.089337	0.13819	0.741	0.8346	primary
T2D DIAMANTE 2022	gained_vs_control	NFY	dex	DA0189	191	96	93.0	-0.053227	0.12347	0.6668	0.7956981412639405	primary
T2D DIAMANTE 2022	gained_vs_control	NFY	palmitate	DA0190	171	77	74.0	0.10778	0.13315	0.20913	0.42487803797468354	primary
T2D DIAMANTE 2022	gained_vs_control	NR/1	3-cyt	DA0191	631	311	305.0	0.049422	0.068285	0.23461	0.4456201775147929	primary
T2D DIAMANTE 2022	gained_vs_control	NR/1	Ex-4_HG	DA0192	412	207	200.0	0.10424	0.082759	0.10392	0.28511384615384616	primary
T2D DIAMANTE 2022	gained_vs_control	NR/1	IFNg	DA0193	509	254	246.0	0.038484	0.071844	0.2961	0.5137735135135134	primary
T2D DIAMANTE 2022	gained_vs_control	NR/1	dex	DA0194	378	188	182.0	0.13699	0.0836	0.050656	0.18477927272727274	primary
T2D DIAMANTE 2022	gained_vs_control	NR/1	palmitate	DA0195	809	418	410.0	0.12515	0.05918	0.017238	0.10247033333333333	primary
T2D DIAMANTE 2022	gained_vs_control	NR/13	3-cyt	DA0196	4	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	NR/13	Ex-4_HG	DA0197	5	2	2.0	-0.86	1.1506	0.77259	0.8610797231833911	insufficient
T2D DIAMANTE 2022	gained_vs_control	NR/13	IFNg	DA0198	3	2	2.0	0.086082	0.68399	0.44993	0.6225324568965517	insufficient
T2D DIAMANTE 2022	gained_vs_control	NR/13	dex	DA0199	0	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	NR/13	palmitate	DA0200	3	1						insufficient
T2D DIAMANTE 2022	gained_vs_control	NR/18	3-cyt	DA0201	91	41	40.0	0.11	0.17527	0.26514	0.47283299999999995	primary
T2D DIAMANTE 2022	gained_vs_control	NR/18	Ex-4_HG	DA0202	98	43	42.0	0.23998	0.17047	0.079607	0.24336997142857142	primary
T2D DIAMANTE 2022	gained_vs_control	NR/18	IFNg	DA0203	116	59	58.0	0.11034	0.14913	0.22968	0.4456201775147929	primary
T2D DIAMANTE 2022	gained_vs_control	NR/18	dex	DA0204	55	27	26.0	0.21056	0.22502	0.1747	0.38410068493150684	exploratory
T2D DIAMANTE 2022	gained_vs_control	NR/18	palmitate	DA0205	88	42	42.0	-0.047078	0.17559	0.60569	0.7594784765624999	primary
T2D DIAMANTE 2022	gained_vs_control	NR/20	3-cyt	DA0206	22	10	10.0	0.094865	0.32516	0.38524	0.5726521658986176	exploratory
T2D DIAMANTE 2022	gained_vs_control	NR/20	Ex-4_HG	DA0207	29	11	11.0	-0.066976	0.3599	0.57381	0.7324613385826771	exploratory
T2D DIAMANTE 2022	gained_vs_control	NR/20	IFNg	DA0208	14	6	5.0	-0.84665	0.5515	0.93762	0.9677685530546624	insufficient
T2D DIAMANTE 2022	gained_vs_control	NR/20	dex	DA0209	505	237	232.0	0.032484	0.080851	0.34393	0.5492613432835821	primary
T2D DIAMANTE 2022	gained_vs_control	NR/20	palmitate	DA0210	11	3	2.0	-0.44133	0.94675	0.67944	0.8021354945054945	insufficient
T2D DIAMANTE 2022	gained_vs_control	NR/4	3-cyt	DA0211	152	69	68.0	-0.028039	0.14672	0.57578	0.7324613385826771	primary
T2D DIAMANTE 2022	gained_vs_control	NR/4	Ex-4_HG	DA0212	142	74	72.0	0.1794	0.13702	0.095227	0.2778897	primary
T2D DIAMANTE 2022	gained_vs_control	NR/4	IFNg	DA0213	109	52	50.0	0.09584	0.16177	0.27678	0.4881669230769231	primary
T2D DIAMANTE 2022	gained_vs_control	NR/4	dex	DA0214	101	48	46.0	0.1764	0.16985	0.14951	0.34746517985611514	primary
T2D DIAMANTE 2022	gained_vs_control	NR/4	palmitate	DA0215	138	58	56.0	0.10124	0.15548	0.25748	0.46173787709497205	primary
T2D DIAMANTE 2022	gained_vs_control	NRF1	3-cyt	DA0216	1895	1258	1226.0	0.14919	0.035184	1.122e-05	0.00180081	primary
T2D DIAMANTE 2022	gained_vs_control	NRF1	Ex-4_HG	DA0217	2012	1340	1305.0	0.11161	0.034469	0.00060339	0.0123031275	primary
T2D DIAMANTE 2022	gained_vs_control	NRF1	IFNg	DA0218	1988	1311	1274.0	0.080538	0.034245	0.0093469	0.06818988409090909	primary
T2D DIAMANTE 2022	gained_vs_control	NRF1	dex	DA0219	2620	1745	1707.0	0.12002	0.030622	4.4548e-05	0.0026625344999999996	primary
T2D DIAMANTE 2022	gained_vs_control	NRF1	palmitate	DA0220	2075	1360	1327.0	0.12964	0.034157	7.3978e-05	0.002843525	primary
T2D DIAMANTE 2022	gained_vs_control	OCT4+SOX2	3-cyt	DA0221	8	6	6.0	0.52637	0.5309	0.16073	0.3663270212765957	insufficient
T2D DIAMANTE 2022	gained_vs_control	OCT4+SOX2	Ex-4_HG	DA0222	2	2	2.0	0.66232	0.76249	0.19253	0.4005665806451613	insufficient
T2D DIAMANTE 2022	gained_vs_control	OCT4+SOX2	IFNg	DA0223	3	2	2.0	-0.34551	0.89731	0.6499	0.7917639325842697	insufficient
T2D DIAMANTE 2022	gained_vs_control	OCT4+SOX2	dex	DA0224	7	3	3.0	0.054154	0.7822	0.4724	0.6459476170212766	insufficient
T2D DIAMANTE 2022	gained_vs_control	OCT4+SOX2	palmitate	DA0225	6	3	3.0	-0.4543	0.71903	0.73624	0.8346	insufficient
T2D DIAMANTE 2022	gained_vs_control	OSR2	3-cyt	DA0226	220	142	138.0	0.077087	0.10537	0.23221	0.4456201775147929	primary
T2D DIAMANTE 2022	gained_vs_control	OSR2	Ex-4_HG	DA0227	58	35	34.0	0.38418	0.21522	0.037135	0.1548825	primary
T2D DIAMANTE 2022	gained_vs_control	OSR2	IFNg	DA0228	25	12	11.0	-0.15341	0.37548	0.65857	0.7917639325842697	exploratory
T2D DIAMANTE 2022	gained_vs_control	OSR2	dex	DA0229	587	364	355.0	0.084245	0.065039	0.097618	0.27881102631578947	primary
T2D DIAMANTE 2022	gained_vs_control	OSR2	palmitate	DA0230	110	66	63.0	-0.20883	0.15744	0.90764	0.9490307491856678	primary
T2D DIAMANTE 2022	gained_vs_control	PAX/1	3-cyt	DA0231	124	57	57.0	0.033969	0.15678	0.41424	0.5915815999999999	primary
T2D DIAMANTE 2022	gained_vs_control	PAX/1	Ex-4_HG	DA0232	139	66	64.0	-0.20425	0.15942	0.89993	0.9471394426229508	primary
T2D DIAMANTE 2022	gained_vs_control	PAX/1	IFNg	DA0233	79	37	36.0	0.26617	0.20676	0.099003	0.27881102631578947	primary
T2D DIAMANTE 2022	gained_vs_control	PAX/1	dex	DA0234	41	27	26.0	-0.41865	0.24634	0.95537	0.9797884025559105	exploratory
T2D DIAMANTE 2022	gained_vs_control	PAX/1	palmitate	DA0235	153	76	71.0	0.23328	0.14174	0.049914	0.18477927272727274	primary
T2D DIAMANTE 2022	gained_vs_control	POU/1	3-cyt	DA0236	71	27	27.0	-0.10825	0.22277	0.68649	0.8042455839416058	exploratory
T2D DIAMANTE 2022	gained_vs_control	POU/1	Ex-4_HG	DA0237	78	35	35.0	0.2281	0.19951	0.12646	0.31713796875	primary
T2D DIAMANTE 2022	gained_vs_control	POU/1	IFNg	DA0238	80	25	24.0	-0.024482	0.25292	0.53856	0.7056235102040818	exploratory
T2D DIAMANTE 2022	gained_vs_control	POU/1	dex	DA0239	103	39	38.0	0.20789	0.19849	0.14748	0.34616452554744526	primary
T2D DIAMANTE 2022	gained_vs_control	POU/1	palmitate	DA0240	115	49	48.0	0.29662	0.16822	0.038938	0.156238725	primary
T2D DIAMANTE 2022	gained_vs_control	POU/2	3-cyt	DA0241	22	7	7.0	-0.0070286	0.37957	0.50739	0.6758182157676348	insufficient
T2D DIAMANTE 2022	gained_vs_control	POU/2	Ex-4_HG	DA0242	19	8	8.0	0.15667	0.37445	0.33783	0.5449418592964824	insufficient
T2D DIAMANTE 2022	gained_vs_control	POU/2	IFNg	DA0243	16	8	8.0	0.014625	0.35605	0.48362	0.6570070886075949	insufficient
T2D DIAMANTE 2022	gained_vs_control	POU/2	dex	DA0244	13	5	5.0	0.49182	0.45966	0.14233	0.3409547014925373	insufficient
T2D DIAMANTE 2022	gained_vs_control	POU/2	palmitate	DA0245	26	9	9.0	-0.10213	0.41905	0.59627	0.7505987058823529	insufficient
T2D DIAMANTE 2022	gained_vs_control	PRDM1	3-cyt	DA0246	1194	656	637.0	0.013173	0.046847	0.38928	0.5730509589041096	primary
T2D DIAMANTE 2022	gained_vs_control	PRDM1	Ex-4_HG	DA0247	109	61	60.0	-0.31135	0.15348	0.97874	0.9866171473354232	primary
T2D DIAMANTE 2022	gained_vs_control	PRDM1	IFNg	DA0248	866	482	469.0	-0.025287	0.054933	0.67735	0.8021354945054945	primary
T2D DIAMANTE 2022	gained_vs_control	PRDM1	dex	DA0249	98	55	54.0	-0.12651	0.15828	0.78794	0.8676014383561643	primary
T2D DIAMANTE 2022	gained_vs_control	PRDM1	palmitate	DA0250	207	127	126.0	-0.088259	0.1007	0.8096	0.8839510204081632	primary
T2D DIAMANTE 2022	gained_vs_control	PRDM14	3-cyt	DA0251	49	26	24.0	-0.17023	0.26607	0.73885	0.8346	exploratory
T2D DIAMANTE 2022	gained_vs_control	PRDM14	Ex-4_HG	DA0252	39	15	15.0	0.054704	0.25982	0.41662	0.5917478761061946	exploratory
T2D DIAMANTE 2022	gained_vs_control	PRDM14	IFNg	DA0253	49	20	19.0	-0.31118	0.22075	0.92067	0.9575045631067962	exploratory
T2D DIAMANTE 2022	gained_vs_control	PRDM14	dex	DA0254	29	13	13.0	-0.41523	0.28121	0.9301	0.9631035483870968	exploratory
T2D DIAMANTE 2022	gained_vs_control	PRDM14	palmitate	DA0255	47	23	22.0	0.040741	0.23006	0.42972	0.5971433766233767	exploratory
T2D DIAMANTE 2022	gained_vs_control	REST/NRSF	3-cyt	DA0256	735	463	449.0	0.095192	0.055253	0.04247	0.16425144578313253	primary
T2D DIAMANTE 2022	gained_vs_control	REST/NRSF	Ex-4_HG	DA0257	526	345	342.0	0.10699	0.063036	0.044832	0.17044722352941177	primary
T2D DIAMANTE 2022	gained_vs_control	REST/NRSF	IFNg	DA0258	920	595	579.0	0.12409	0.048934	0.0056125	0.04741085526315789	primary
T2D DIAMANTE 2022	gained_vs_control	REST/NRSF	dex	DA0259	303	188	184.0	0.092307	0.087678	0.14622	0.34616452554744526	primary
T2D DIAMANTE 2022	gained_vs_control	REST/NRSF	palmitate	DA0260	578	379	366.0	0.18504	0.062664	0.0015762	0.01946000769230769	primary
T2D DIAMANTE 2022	gained_vs_control	RFX/1	3-cyt	DA0261	1922	1287	1255.0	0.06494	0.034409	0.02957	0.13854639130434782	primary
T2D DIAMANTE 2022	gained_vs_control	RFX/1	Ex-4_HG	DA0262	2169	1412	1382.0	0.060999	0.033372	0.033797	0.15067829166666666	primary
T2D DIAMANTE 2022	gained_vs_control	RFX/1	IFNg	DA0263	1946	1287	1247.0	0.078692	0.03473	0.011739	0.07462305882352942	primary
T2D DIAMANTE 2022	gained_vs_control	RFX/1	dex	DA0264	2630	1760	1717.0	0.057174	0.02981	0.027567	0.13407586363636365	primary
T2D DIAMANTE 2022	gained_vs_control	RFX/1	palmitate	DA0265	2107	1374	1338.0	0.087827	0.033773	0.0046584	0.042724182857142856	primary
T2D DIAMANTE 2022	gained_vs_control	RFX/2	3-cyt	DA0266	785	452	431.0	0.098159	0.057942	0.045134	0.17044722352941177	primary
T2D DIAMANTE 2022	gained_vs_control	RFX/2	Ex-4_HG	DA0267	607	361	348.0	0.1173	0.063295	0.031937	0.14439122535211268	primary
T2D DIAMANTE 2022	gained_vs_control	RFX/2	IFNg	DA0268	630	355	345.0	0.14164	0.065114	0.014813	0.0897164716981132	primary
T2D DIAMANTE 2022	gained_vs_control	RFX/2	dex	DA0269	847	515	492.0	0.087044	0.053584	0.052151	0.1880951797752809	primary
T2D DIAMANTE 2022	gained_vs_control	RFX/2	palmitate	DA0270	609	361	350.0	0.060316	0.063089	0.16953	0.37791062499999994	primary
T2D DIAMANTE 2022	gained_vs_control	RFX/3	3-cyt	DA0271	413	237	226.0	-0.037758	0.079848	0.68184	0.8021354945054945	primary
T2D DIAMANTE 2022	gained_vs_control	RFX/3	Ex-4_HG	DA0272	193	108	105.0	0.16303	0.11168	0.072193	0.22719561764705878	primary
T2D DIAMANTE 2022	gained_vs_control	RFX/3	IFNg	DA0273	228	91	88.0	-0.16564	0.12553	0.9065	0.9490307491856678	primary
T2D DIAMANTE 2022	gained_vs_control	RFX/3	dex	DA0274	1275	735	715.0	0.06876	0.044706	0.062026	0.2095961052631579	primary
T2D DIAMANTE 2022	gained_vs_control	RFX/3	palmitate	DA0275	393	217	209.0	0.029524	0.080759	0.35734	0.5622849999999999	primary
T2D DIAMANTE 2022	gained_vs_control	SCRT1	3-cyt	DA0276	3	2						insufficient
T2D DIAMANTE 2022	gained_vs_control	SCRT1	Ex-4_HG	DA0277	6	2	2.0	0.27622	1.2037	0.40925	0.5890997757847534	insufficient
T2D DIAMANTE 2022	gained_vs_control	SCRT1	IFNg	DA0278	9	4	4.0	0.24765	0.52434	0.31836	0.5350448167539267	insufficient
T2D DIAMANTE 2022	gained_vs_control	SCRT1	dex	DA0279	1	1						insufficient
T2D DIAMANTE 2022	gained_vs_control	SCRT1	palmitate	DA0280	8	2	2.0	1.1072	0.62218	0.037582	0.1548825	insufficient
T2D DIAMANTE 2022	gained_vs_control	SMAD	3-cyt	DA0281	534	257	253.0	0.062605	0.073484	0.19712	0.4030287898089172	primary
T2D DIAMANTE 2022	gained_vs_control	SMAD	Ex-4_HG	DA0282	540	254	252.0	0.085145	0.073617	0.12373	0.31633785714285717	primary
T2D DIAMANTE 2022	gained_vs_control	SMAD	IFNg	DA0283	354	153	151.0	0.032234	0.094217	0.36613	0.567766811594203	primary
T2D DIAMANTE 2022	gained_vs_control	SMAD	dex	DA0284	1325	724	708.0	0.057721	0.04524	0.10101	0.28194965217391305	primary
T2D DIAMANTE 2022	gained_vs_control	SMAD	palmitate	DA0285	690	324	321.0	0.096296	0.065296	0.070148	0.22517508	primary
T2D DIAMANTE 2022	gained_vs_control	SNAI2	3-cyt	DA0286	4	2	2.0	1.4222	0.91674	0.060419	0.2095961052631579	insufficient
T2D DIAMANTE 2022	gained_vs_control	SNAI2	Ex-4_HG	DA0287	0	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	SNAI2	IFNg	DA0288	0	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	SNAI2	dex	DA0289	3	1						insufficient
T2D DIAMANTE 2022	gained_vs_control	SNAI2	palmitate	DA0290	0	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	SOX/8	3-cyt	DA0291	19	10	10.0	-0.332	0.42509	0.7826	0.8662572413793103	exploratory
T2D DIAMANTE 2022	gained_vs_control	SOX/8	Ex-4_HG	DA0292	23	12	12.0	-0.24729	0.29423	0.79967	0.8760889761092151	exploratory
T2D DIAMANTE 2022	gained_vs_control	SOX/8	IFNg	DA0293	9	7	7.0	0.77673	0.45021	0.042249	0.16425144578313253	insufficient
T2D DIAMANTE 2022	gained_vs_control	SOX/8	dex	DA0294	2	0						insufficient
T2D DIAMANTE 2022	gained_vs_control	SOX/8	palmitate	DA0295	17	14	14.0	-0.67021	0.32475	0.98047	0.9866171473354232	exploratory
T2D DIAMANTE 2022	gained_vs_control	TFAP2/2	3-cyt	DA0296	202	138	136.0	-0.038737	0.098912	0.65233	0.7917639325842697	primary
