GWAS	set_id	analysis_class	TF	condition	membership_rule	n_genes_HGNC	n_genes_mapped_to_entrez	size_status	included_in_MAGMA	exact_membership_group_within_class_condition	n_TFs_with_exact_membership	NGENES_MAGMA	post_MAGMA_size_status	BETA	BETA_STD	SE	P	Q_BH_within_condition_class	Q_BH_across_analysis_class	Q_BH_across_primary_signed
T1D	SCTF1545	negative	NR1H3	palmitate	empirical_p_condition<0.01; split by rho sign	36	27	exploratory	True	negative|palmitate|D116	1	27	exploratory	-0.051707	-0.0019312	0.19348	0.60536	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1546	negative	NR1H4	palmitate	empirical_p_condition<0.01; split by rho sign	44	32	primary	True	negative|palmitate|D117	1	32	primary	-0.045231	-0.0018389	0.17589	0.60147	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1547	negative	NR2C2	palmitate	empirical_p_condition<0.01; split by rho sign	49	43	primary	True	negative|palmitate|D118	1	43	primary	-0.057019	-0.0026864	0.15374	0.64463	0.9850765662650601	0.971774472361809	0.9676562854686157
T1D	SCTF1548	negative	NR2F1	palmitate	empirical_p_condition<0.01; split by rho sign	65	29	exploratory	True	negative|palmitate|D119	1	29	exploratory	-0.044908	-0.0017382	0.1928	0.59209	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1549	negative	NR2F6	palmitate	empirical_p_condition<0.01; split by rho sign	29	23	exploratory	True	negative|palmitate|D006	2	23	exploratory	-0.19726	-0.0068006	0.24399	0.79059	0.9850765662650601	0.971774472361809	0.982674088888889
T1D	SCTF1550	negative	NR3C1	palmitate	empirical_p_condition<0.01; split by rho sign	74	58	primary	True	negative|palmitate|D120	1	58	primary	-0.004213	-0.00023044	0.12818	0.51311	0.9850765662650601	0.971774472361809	0.9640192165397171
T1D	SCTF1551	negative	NR3C2	palmitate	empirical_p_condition<0.01; split by rho sign	45	31	primary	True	negative|palmitate|D121	1	31	primary	0.15001	0.006003	0.17203	0.1916	0.9850765662650601	0.971774472361809	0.9483917404129794
T1D	SCTF1552	negative	NRF1	palmitate	empirical_p_condition<0.01; split by rho sign	116	87	primary	True	negative|palmitate|D122	1	87	primary	0.007369	0.00049328	0.1087	0.47298	0.9850765662650601	0.971774472361809	0.953918798076923
T1D	SCTF1553	negative	NRL	palmitate	empirical_p_condition<0.01; split by rho sign	34	26	exploratory	True	negative|palmitate|D123	1	26	exploratory	-0.27518	-0.010086	0.22019	0.89429	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1554	negative	PATZ1	palmitate	empirical_p_condition<0.01; split by rho sign	56	18	exploratory	True	negative|palmitate|D124	1	18	exploratory	0.18109	0.0055239	0.27199	0.25277	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1555	negative	PAX4	palmitate	empirical_p_condition<0.01; split by rho sign	75	53	primary	True	negative|palmitate|D125	1	53	primary	0.0058516	0.000306	0.14723	0.48415	0.9850765662650601	0.971774472361809	0.9576458657243816
T1D	SCTF1556	negative	PAX5	palmitate	empirical_p_condition<0.01; split by rho sign	64	39	primary	True	negative|palmitate|D126	1	39	primary	-0.30236	-0.013568	0.17042	0.96197	0.9850765662650601	0.9761506829268293	0.9841812553321145
T1D	SCTF1557	negative	PAX6	palmitate	empirical_p_condition<0.01; split by rho sign	65	27	exploratory	True	negative|palmitate|D127	1	27	exploratory	0.064313	0.0024021	0.20096	0.37447	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1558	negative	PBX3	palmitate	empirical_p_condition<0.01; split by rho sign	32	25	exploratory	True	negative|palmitate|D128	1	25	exploratory	-0.13576	-0.0048796	0.21537	0.73577	0.9850765662650601	0.971774472361809	0.9795244015444017
T1D	SCTF1560	negative	POU2F1	palmitate	empirical_p_condition<0.01; split by rho sign	16	11	exploratory	True	negative|palmitate|D002	2	11	exploratory	-0.27233	-0.0064949	0.31601	0.80558	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1561	negative	POU2F2	palmitate	empirical_p_condition<0.01; split by rho sign	29	23	exploratory	True	negative|palmitate|D006	2	23	exploratory	-0.19726	-0.0068006	0.24399	0.79059	0.9850765662650601	0.971774472361809	0.982674088888889
T1D	SCTF1562	negative	POU3F1	palmitate	empirical_p_condition<0.01; split by rho sign	129	60	primary	True	negative|palmitate|D130	1	60	primary	0.27953	0.01555	0.13997	0.022916	0.9850765662650601	0.7698002307692308	0.6090138208955224
T1D	SCTF1563	negative	POU6F1	palmitate	empirical_p_condition<0.01; split by rho sign	33	12	exploratory	True	negative|palmitate|D007	2	12	exploratory	-0.42697	-0.010636	0.30356	0.92021	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1564	negative	POU6F2	palmitate	empirical_p_condition<0.01; split by rho sign	26	17	exploratory	True	negative|palmitate|D131	1	17	exploratory	0.2009	0.0059554	0.25021	0.21101	0.9850765662650601	0.971774472361809	0.9491467914438502
T1D	SCTF1565	negative	PRDM1	palmitate	empirical_p_condition<0.01; split by rho sign	38	17	exploratory	True	negative|palmitate|D004	2	17	exploratory	-0.33396	-0.0099	0.25451	0.90526	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1566	negative	PRDM6	palmitate	empirical_p_condition<0.01; split by rho sign	29	18	exploratory	True	negative|palmitate|D132	1	18	exploratory	-0.037588	-0.0011465	0.24104	0.56196	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1567	negative	RARA	palmitate	empirical_p_condition<0.01; split by rho sign	81	46	primary	True	negative|palmitate|D133	1	46	primary	-0.02828	-0.001378	0.14753	0.57601	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1568	negative	RARB	palmitate	empirical_p_condition<0.01; split by rho sign	34	22	exploratory	True	negative|palmitate|D134	1	22	exploratory	-0.26286	-0.0088632	0.22237	0.8814	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1569	negative	REST	palmitate	empirical_p_condition<0.01; split by rho sign	29	18	exploratory	True	negative|palmitate|D135	1	18	exploratory	-0.43256	-0.013194	0.25181	0.95708	0.9850765662650601	0.9759852839506173	0.9841812553321145
T1D	SCTF1570	negative	RFX1	palmitate	empirical_p_condition<0.01; split by rho sign	18	12	exploratory	True	negative|palmitate|D136	1	12	exploratory	-0.41581	-0.010358	0.30797	0.91151	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1571	negative	RFX2	palmitate	empirical_p_condition<0.01; split by rho sign	45	33	primary	True	negative|palmitate|D137	1	33	primary	-0.28335	-0.011698	0.19612	0.92573	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1572	negative	RFX3	palmitate	empirical_p_condition<0.01; split by rho sign	33	28	exploratory	True	negative|palmitate|D138	1	28	exploratory	0.10813	0.0041125	0.18572	0.28022	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1573	negative	RFX4	palmitate	empirical_p_condition<0.01; split by rho sign	28	19	exploratory	True	negative|palmitate|D139	1	19	exploratory	0.10716	0.0033582	0.23116	0.32148	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1574	negative	RFX5	palmitate	empirical_p_condition<0.01; split by rho sign	114	66	primary	True	negative|palmitate|D140	1	66	primary	0.023271	0.0013575	0.12774	0.42772	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1576	negative	RORA	palmitate	empirical_p_condition<0.01; split by rho sign	100	79	primary	True	negative|palmitate|D142	1	79	primary	-0.022189	-0.0014157	0.11513	0.57642	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1577	negative	RREB1	palmitate	empirical_p_condition<0.01; split by rho sign	103	71	primary	True	negative|palmitate|D143	1	71	primary	0.049251	0.0029796	0.12842	0.35067	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1578	negative	RXRA	palmitate	empirical_p_condition<0.01; split by rho sign	29	14	exploratory	True	negative|palmitate|D144	1	14	exploratory	0.02039	0.00054856	0.27737	0.4707	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1579	negative	RXRB	palmitate	empirical_p_condition<0.01; split by rho sign	56	25	exploratory	True	negative|palmitate|D145	1	25	exploratory	-0.19642	-0.0070596	0.20482	0.83121	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1580	negative	SALL4	palmitate	empirical_p_condition<0.01; split by rho sign	68	49	primary	True	negative|palmitate|D146	1	49	primary	-0.098589	-0.0049577	0.16479	0.72517	0.9850765662650601	0.971774472361809	0.9795244015444017
T1D	SCTF1581	negative	SCRT1	palmitate	empirical_p_condition<0.01; split by rho sign	97	78	primary	True	negative|palmitate|D147	1	78	primary	0.055544	0.0035214	0.11378	0.31272	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1582	negative	SMAD2	palmitate	empirical_p_condition<0.01; split by rho sign	96	74	primary	True	negative|palmitate|D148	1	74	primary	-0.086071	-0.0053155	0.12023	0.76296	0.9850765662650601	0.971774472361809	0.9802809188361409
T1D	SCTF1583	negative	SMAD3	palmitate	empirical_p_condition<0.01; split by rho sign	24	15	exploratory	True	negative|palmitate|D149	1	15	exploratory	-0.49372	-0.013749	0.27983	0.96116	0.9850765662650601	0.9761506829268293	0.9841812553321145
T1D	SCTF1584	negative	SMAD4	palmitate	empirical_p_condition<0.01; split by rho sign	68	39	primary	True	negative|palmitate|D150	1	39	primary	-0.14816	-0.0066484	0.17562	0.80055	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1585	negative	SP1	palmitate	empirical_p_condition<0.01; split by rho sign	19	13	exploratory	True	negative|palmitate|D151	1	13	exploratory	0.65727	0.01704	0.2896	0.011621	0.9819745	0.7091622999999999	0.5710057368421053
T1D	SCTF1586	negative	SP2	palmitate	empirical_p_condition<0.01; split by rho sign	33	12	exploratory	True	negative|palmitate|D007	2	12	exploratory	-0.42697	-0.010636	0.30356	0.92021	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1587	negative	SP3	palmitate	empirical_p_condition<0.01; split by rho sign	77	57	primary	True	negative|palmitate|D152	1	57	primary	-0.19221	-0.010423	0.12916	0.93164	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1588	negative	SP4	palmitate	empirical_p_condition<0.01; split by rho sign	72	56	primary	True	negative|palmitate|D153	1	56	primary	0.084602	0.0045473	0.13299	0.26234	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1589	negative	SREBF1	palmitate	empirical_p_condition<0.01; split by rho sign	20	11	exploratory	True	negative|palmitate|D005	2	11	exploratory	-0.26237	-0.0062575	0.32747	0.78849	0.9850765662650601	0.971774472361809	0.9822466369710469
T1D	SCTF1591	negative	TAF1	palmitate	empirical_p_condition<0.01; split by rho sign	17	13	exploratory	True	negative|palmitate|D155	1	13	exploratory	0.037925	0.00098324	0.26198	0.44245	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1592	negative	TEF	palmitate	empirical_p_condition<0.01; split by rho sign	48	35	primary	True	negative|palmitate|D156	1	35	primary	-0.28288	-0.012027	0.16992	0.95201	0.9850765662650601	0.9746185873605948	0.9841812553321145
T1D	SCTF1593	negative	TFE3	palmitate	empirical_p_condition<0.01; split by rho sign	32	20	exploratory	True	negative|palmitate|D157	1	20	exploratory	-0.28548	-0.0091784	0.22096	0.90181	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1594	negative	TFEB	palmitate	empirical_p_condition<0.01; split by rho sign	30	27	exploratory	True	negative|palmitate|D158	1	27	exploratory	-0.052022	-0.001943	0.20775	0.59886	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1595	negative	THAP1	palmitate	empirical_p_condition<0.01; split by rho sign	71	44	primary	True	negative|palmitate|D159	1	44	primary	-0.13528	-0.006447	0.15648	0.80634	0.9850765662650601	0.971774472361809	0.9841812553321145
T1D	SCTF1596	negative	USF1	palmitate	empirical_p_condition<0.01; split by rho sign	38	19	exploratory	True	negative|palmitate|D160	1	19	exploratory	-0.054228	-0.0016994	0.23819	0.59005	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1598	negative	VEZF1	palmitate	empirical_p_condition<0.01; split by rho sign	87	49	primary	True	negative|palmitate|D162	1	49	primary	0.057093	0.002871	0.14901	0.3508	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1599	negative	XBP1	palmitate	empirical_p_condition<0.01; split by rho sign	31	18	exploratory	True	negative|palmitate|D163	1	18	exploratory	0.095047	0.0028992	0.24417	0.34854	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1600	negative	YY1	palmitate	empirical_p_condition<0.01; split by rho sign	81	36	primary	True	negative|palmitate|D164	1	36	primary	0.1982	0.0085461	0.17445	0.12795	0.9850765662650601	0.971774472361809	0.8777440650406503
T1D	SCTF1601	negative	YY2	palmitate	empirical_p_condition<0.01; split by rho sign	121	74	primary	True	negative|palmitate|D165	1	74	primary	0.025565	0.0015788	0.11812	0.41433	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1602	negative	ZBTB33	palmitate	empirical_p_condition<0.01; split by rho sign	49	27	exploratory	True	negative|palmitate|D166	1	27	exploratory	0.11428	0.0042682	0.19019	0.27397	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1603	negative	ZBTB7A	palmitate	empirical_p_condition<0.01; split by rho sign	27	21	exploratory	True	negative|palmitate|D167	1	21	exploratory	0.41712	0.013742	0.23612	0.038657	0.9850765662650601	0.8705227540983606	0.7242807333333333
T1D	SCTF1604	negative	ZEB1	palmitate	empirical_p_condition<0.01; split by rho sign	131	98	primary	True	negative|palmitate|D168	1	98	primary	-0.012135	-0.00086189	0.10148	0.54759	0.9850765662650601	0.971774472361809	0.9663163603603603
T1D	SCTF1605	negative	ZFP28	palmitate	empirical_p_condition<0.01; split by rho sign	47	18	exploratory	True	negative|palmitate|D169	1	18	exploratory	0.08709	0.0026565	0.24151	0.3592	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1606	negative	ZNF143	palmitate	empirical_p_condition<0.01; split by rho sign	58	40	primary	True	negative|palmitate|D003	2	40	primary	-0.084316	-0.0038318	0.16747	0.69268	0.9850765662650601	0.971774472361809	0.9718369899665551
T1D	SCTF1607	negative	ZNF263	palmitate	empirical_p_condition<0.01; split by rho sign	34	16	exploratory	True	negative|palmitate|D170	1	16	exploratory	0.24603	0.0070759	0.28682	0.1955	0.9850765662650601	0.971774472361809	0.9491467914438502
T1D	SCTF1608	negative	ZNF740	palmitate	empirical_p_condition<0.01; split by rho sign	32	16	exploratory	True	negative|palmitate|D171	1	16	exploratory	0.30097	0.0086558	0.26549	0.12848	0.9850765662650601	0.971774472361809	0.8777440650406503
T1D	SCTF1609	negative	ZNF76	palmitate	empirical_p_condition<0.01; split by rho sign	24	17	exploratory	True	negative|palmitate|D172	1	17	exploratory	0.11522	0.0034157	0.24653	0.32012	0.9850765662650601	0.971774472361809	0.9537913734939759
T1D	SCTF1610	negative	AR	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	53	42	primary	True	negative|Ex-4_HG|D005	2	42	primary	-0.15208	-0.0070815	0.1569	0.83378	0.9504315894039734	0.971774472361809	0.9841812553321145
T1D	SCTF1611	negative	ARID3A	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	59	27	exploratory	True	negative|Ex-4_HG|D002	3	27	exploratory	-0.24616	-0.0091939	0.2002	0.89057	0.9522084705882353	0.971774472361809	0.9841812553321145
T1D	SCTF1612	negative	ARID3B	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	47	23	exploratory	True	negative|Ex-4_HG|D015	1	23	exploratory	-0.16066	-0.0055388	0.20977	0.77812	0.9504315894039734	0.971774472361809	0.980327671641791
T1D	SCTF1613	negative	ARNT	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	74	50	primary	True	negative|Ex-4_HG|D016	1	50	primary	0.014389	0.00073092	0.15619	0.4633	0.8649917647058822	0.971774472361809	0.9537913734939759
T1D	SCTF1614	negative	ARX	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	46	23	exploratory	True	negative|Ex-4_HG|D017	1	23	exploratory	0.1413	0.0048713	0.21908	0.25948	0.8583299999999999	0.971774472361809	0.9537913734939759
T1D	SCTF1615	negative	ATF1	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	49	19	exploratory	True	negative|Ex-4_HG|D018	1	19	exploratory	-0.12411	-0.0038892	0.20772	0.7249	0.9504315894039734	0.971774472361809	0.9795244015444017
T1D	SCTF1616	negative	ATF2	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	98	81	primary	True	negative|Ex-4_HG|D019	1	81	primary	0.17064	0.011023	0.11156	0.063073	0.578592	0.8705227540983606	0.7817048115942029
T1D	SCTF1617	negative	ATF3	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	58	35	primary	True	negative|Ex-4_HG|D020	1	35	primary	-0.12745	-0.0054185	0.18433	0.75534	0.9504315894039734	0.971774472361809	0.9795244015444017
T1D	SCTF1618	negative	ATF7	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	84	54	primary	True	negative|Ex-4_HG|D021	1	54	primary	0.035345	0.0018656	0.14356	0.40276	0.8649917647058822	0.971774472361809	0.9537913734939759
T1D	SCTF1619	negative	BACH1	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	21	11	exploratory	True	negative|Ex-4_HG|D006	2	11	exploratory	-0.3773	-0.0089984	0.31449	0.88487	0.9522084705882353	0.971774472361809	0.9841812553321145
T1D	SCTF1620	negative	BACH2	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	56	32	primary	True	negative|Ex-4_HG|D022	1	32	primary	-0.096322	-0.003916	0.18798	0.69581	0.9504315894039734	0.971774472361809	0.9737858048373644
T1D	SCTF1621	negative	BHLHE40	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	69	43	primary	True	negative|Ex-4_HG|D023	1	43	primary	0.34118	0.016075	0.15618	0.014468	0.361665	0.7091622999999999	0.5742115999999999
T1D	SCTF1622	negative	BHLHE41	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	80	63	primary	True	negative|Ex-4_HG|D024	1	63	primary	0.063236	0.0036044	0.12864	0.31151	0.8649917647058822	0.971774472361809	0.9537913734939759
T1D	SCTF1623	negative	BMAL1	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	72	31	primary	True	negative|Ex-4_HG|D025	1	31	primary	-0.25368	-0.010151	0.17863	0.9222	0.9522084705882353	0.971774472361809	0.9841812553321145
T1D	SCTF1624	negative	CEBPB	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	83	59	primary	True	negative|Ex-4_HG|D026	1	59	primary	0.15709	0.0086657	0.12265	0.10014	0.6696866666666667	0.971774472361809	0.8387680184331796
T1D	SCTF1625	negative	CEBPD	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	29	23	exploratory	True	negative|Ex-4_HG|D027	1	23	exploratory	-0.18761	-0.0064679	0.24483	0.77824	0.9504315894039734	0.971774472361809	0.980327671641791
T1D	SCTF1626	negative	CEBPG	Ex-4_HG	empirical_p_condition<0.01; split by rho sign	73	50	primary	True	negative|Ex-4_HG|D028	1	50	primary	-0.10862	-0.0055173	0.15243	0.76195	0.9504315894039734	0.971774472361809	0.9802734559386973
