TF	condition	database	n_query_genes	n_positive_rho_genes	n_negative_rho_genes	n_background_genes	n_pathways_tested	query_status	n_pathways_with_overlap	n_pathways_FDR_lt_0.05	minimum_P	minimum_BH_FDR
CLOCK	Ex-4_HG	Hallmark	150	64	82	20749	50	testable	32	0	0.005021523790010875	0.2510761895005438
CLOCK	Ex-4_HG	Reactome	150	64	82	20749	1816	testable	419	0	0.0018077525998995076	1.0
CLOCK	IFNg	GO_BP	190	81	107	20749	5392	testable	748	0	0.0051827083862672025	1.0
CLOCK	IFNg	Hallmark	190	81	107	20749	50	testable	26	0	0.06655242391554227	1.0
CLOCK	IFNg	Reactome	190	81	107	20749	1816	testable	372	0	0.003576479928234579	1.0
CLOCK	dex	GO_BP	52	20	31	20749	5392	testable	412	0	5.750508836353932e-05	0.310067436456204
CLOCK	dex	Hallmark	52	20	31	20749	50	testable	18	0	0.01759293183456976	0.7256395254173278
CLOCK	dex	Reactome	52	20	31	20749	1816	testable	175	0	0.0009186122608433806	1.0
CLOCK	palmitate	GO_BP	155	61	89	20749	5392	testable	987	0	9.29295231324994e-06	0.05010759887304368
CLOCK	palmitate	Hallmark	155	61	89	20749	50	testable	35	0	0.006726081926755902	0.30516684577428216
CLOCK	palmitate	Reactome	155	61	89	20749	1816	testable	474	0	0.0005653904652559108	1.0
CPEB1	3-cyt	GO_BP	152	77	74	20749	5392	testable	749	0	0.00036014836281146454	1.0
CPEB1	3-cyt	Hallmark	152	77	74	20749	50	testable	26	0	0.0301469029064969	1.0
CPEB1	3-cyt	Reactome	152	77	74	20749	1816	testable	347	0	0.00027353627708596263	0.49674187918810814
CPEB1	Ex-4_HG	GO_BP	131	74	53	20749	5392	testable	592	0	0.001080410018714446	1.0
CPEB1	Ex-4_HG	Hallmark	131	74	53	20749	50	testable	24	0	0.01799208731001407	0.8996043655007036
CPEB1	Ex-4_HG	Reactome	131	74	53	20749	1816	testable	343	0	0.025017859690755033	1.0
CPEB1	IFNg	GO_BP	47	25	20	20749	5392	testable	346	0	0.00023242940964169546	1.0
CPEB1	IFNg	Hallmark	47	25	20	20749	50	testable	15	0	0.030738880179906388	0.7658849551617685
CPEB1	IFNg	Reactome	47	25	20	20749	1816	testable	208	0	0.0015222601697243085	1.0
CPEB1	dex	GO_BP	103	65	37	20749	5392	testable	704	0	0.0004826599777921166	1.0
CPEB1	dex	Hallmark	103	65	37	20749	50	testable	25	0	0.013159192553151748	0.5175843068695771
CPEB1	dex	Reactome	103	65	37	20749	1816	testable	257	0	0.0003613360586579162	0.3215073352474127
CPEB1	palmitate	GO_BP	154	75	74	20749	5392	testable	759	0	0.0005393407672874798	0.7270313543035227
CPEB1	palmitate	Hallmark	154	75	74	20749	50	testable	32	0	0.009715612797422134	0.2959557883276019
CPEB1	palmitate	Reactome	154	75	74	20749	1816	testable	282	0	0.0010290029269921588	1.0
CREB1	3-cyt	GO_BP	56	24	31	20749	5392	testable	452	0	7.179253751513048e-05	0.38710536228158354
CREB1	3-cyt	Hallmark	56	24	31	20749	50	testable	14	0	0.07171914831804622	1.0
CREB1	3-cyt	Reactome	56	24	31	20749	1816	testable	307	0	2.7651825452905295e-05	0.050215715022476015
CREB1	Ex-4_HG	GO_BP	124	42	78	20749	5392	testable	767	0	6.172426338961075e-05	0.25345871813309784
CREB1	Ex-4_HG	Hallmark	124	42	78	20749	50	testable	28	0	0.028314726575581664	0.9444165425540693
CREB1	Ex-4_HG	Reactome	124	42	78	20749	1816	testable	353	0	0.0005231494539938569	0.9500394084528442
CREB1	IFNg	GO_BP	88	31	55	20749	5392	testable	638	0	8.733554832246796e-05	0.47091327655474724
CREB1	IFNg	Hallmark	88	31	55	20749	50	testable	30	1	0.0005824757380514539	0.029123786902572692
CREB1	IFNg	Reactome	88	31	55	20749	1816	testable	321	0	0.0024155093005800068	1.0
CREB1	dex	GO_BP	186	69	116	20749	5392	testable	719	0	0.0010999252233539676	1.0
CREB1	dex	Hallmark	186	69	116	20749	50	testable	23	0	0.029497740131568848	1.0
CREB1	dex	Reactome	186	69	116	20749	1816	testable	476	0	0.00117087880526416	1.0
CREB1	palmitate	GO_BP	123	62	56	20749	5392	testable	896	0	0.00020751992151338912	0.6939205901880886
CREB1	palmitate	Hallmark	123	62	56	20749	50	testable	22	0	0.009709817395113644	0.4854908697556822
CREB1	palmitate	Reactome	123	62	56	20749	1816	testable	387	0	0.0009534760884989262	0.7249585561949813
CREB3	3-cyt	GO_BP	73	35	37	20749	5392	testable	455	0	0.00033720342044357574	1.0
CREB3	3-cyt	Hallmark	73	35	37	20749	50	testable	14	0	0.0159304182902454	0.3686867678981112
CREB3	3-cyt	Reactome	73	35	37	20749	1816	testable	190	0	0.0040482282423957225	1.0
CREB3	Ex-4_HG	GO_BP	53	24	25	20749	5392	testable	286	0	0.00017749733352891787	0.9570656223879251
CREB3	Ex-4_HG	Hallmark	53	24	25	20749	50	testable	21	0	0.007681872065400306	0.21976736683667936
CREB3	Ex-4_HG	Reactome	53	24	25	20749	1816	testable	146	0	0.00022783724739265234	0.41375244126505667
CREB3	IFNg	GO_BP	121	93	26	20749	5392	testable	767	0	0.00010079769539072869	0.543501173546809
CREB3	IFNg	Hallmark	121	93	26	20749	50	testable	33	0	0.04871212996995097	0.8338263433114372
CREB3	IFNg	Reactome	121	93	26	20749	1816	testable	298	0	0.0014720264262007578	1.0
CREB3	dex	GO_BP	128	60	67	20749	5392	testable	930	0	0.00022473385519011126	0.7881175379854027
CREB3	dex	Hallmark	128	60	67	20749	50	testable	30	0	0.009338091183336667	0.23377364342152598
CREB3	dex	Reactome	128	60	67	20749	1816	testable	393	0	0.00024209881901984847	0.4396514553400448
CREB3	palmitate	GO_BP	150	115	30	20749	5392	testable	968	0	0.0001550083408746401	0.8122835015548454
CREB3	palmitate	Hallmark	150	115	30	20749	50	testable	32	0	0.024123590870090077	0.7197958966941559
CREB3	palmitate	Reactome	150	115	30	20749	1816	testable	343	0	0.0007640488964362957	0.7209513014379382
CREB3L1	3-cyt	GO_BP	130	74	55	20749	5392	testable	765	0	0.002467418937305777	1.0
CREB3L1	3-cyt	Hallmark	130	74	55	20749	50	testable	29	0	0.02601650990438639	0.9332989072991108
CREB3L1	3-cyt	Reactome	130	74	55	20749	1816	testable	295	0	0.0038774567473429116	1.0
CREB3L1	Ex-4_HG	GO_BP	111	56	51	20749	5392	testable	586	0	0.0005852598695586347	1.0
CREB3L1	Ex-4_HG	Hallmark	111	56	51	20749	50	testable	22	0	0.07915190652899022	1.0
CREB3L1	Ex-4_HG	Reactome	111	56	51	20749	1816	testable	252	0	0.0012410283247722286	1.0
CREB3L1	IFNg	GO_BP	122	77	43	20749	5392	testable	703	0	0.0003120526250966078	0.8628174887893709
CREB3L1	IFNg	Hallmark	122	77	43	20749	50	testable	30	0	0.012206222973703074	0.46376695858260514
CREB3L1	IFNg	Reactome	122	77	43	20749	1816	testable	375	0	0.00046711723376320776	0.45987727400759243
CREB3L1	dex	GO_BP	196	127	68	20749	5392	testable	1026	0	9.862133699570195e-05	0.5317662490808249
CREB3L1	dex	Hallmark	196	127	68	20749	50	testable	34	0	0.0036761637109081454	0.18380818554540726
CREB3L1	dex	Reactome	196	127	68	20749	1816	testable	510	0	0.00039956729122736035	0.7256142008688864
CREB3L1	palmitate	GO_BP	176	112	59	20749	5392	testable	906	0	8.736438263217624e-05	0.4710687511526943
CREB3L1	palmitate	Hallmark	176	112	59	20749	50	testable	30	0	0.002022152236093816	0.1011076118046908
CREB3L1	palmitate	Reactome	176	112	59	20749	1816	testable	466	1	6.348354978206986e-06	0.011528612640423886
CREB3L2	3-cyt	GO_BP	63	37	25	20749	5392	testable	425	0	7.571315911336749e-05	0.27539274313139733
CREB3L2	3-cyt	Hallmark	63	37	25	20749	50	testable	9	0	0.010120390780754145	0.5060195390377072
CREB3L2	3-cyt	Reactome	63	37	25	20749	1816	testable	216	0	0.00010214864359473195	0.17131888129707956
CREB3L2	Ex-4_HG	GO_BP	123	51	68	20749	5392	testable	955	0	0.00020751992151338912	0.5213895430704419
CREB3L2	Ex-4_HG	Hallmark	123	51	68	20749	50	testable	33	1	0.0002553201187885982	0.012766005939429911
CREB3L2	Ex-4_HG	Reactome	123	51	68	20749	1816	testable	434	0	5.567082703943129e-05	0.09769827783696361
CREB3L2	IFNg	GO_BP	53	31	20	20749	5392	testable	391	0	0.00013334133380406445	0.6235779506763435
CREB3L2	IFNg	Hallmark	53	31	20	20749	50	testable	17	0	0.007823179106163203	0.39115895530816014
CREB3L2	IFNg	Reactome	53	31	20	20749	1816	testable	139	0	0.010179011655602596	1.0
CREB3L2	dex	GO_BP	69	31	37	20749	5392	testable	502	0	0.00070400913852422	1.0
CREB3L2	dex	Hallmark	69	31	37	20749	50	testable	19	0	0.07245705481571471	1.0
CREB3L2	dex	Reactome	69	31	37	20749	1816	testable	296	0	0.0018050635143687782	1.0
CREB3L2	palmitate	GO_BP	139	69	65	20749	5392	testable	652	0	0.0015553610450914335	1.0
CREB3L2	palmitate	Hallmark	139	69	65	20749	50	testable	29	0	0.02183524465596336	1.0
CREB3L2	palmitate	Reactome	139	69	65	20749	1816	testable	397	0	0.004581700295987856	1.0
CREB5	3-cyt	GO_BP	100	63	36	20749	5392	testable	483	0	0.0014707206629709377	1.0
CREB5	3-cyt	Hallmark	100	63	36	20749	50	testable	17	0	0.03601231362934203	1.0
CREB5	3-cyt	Reactome	100	63	36	20749	1816	testable	226	0	0.003345770583470309	1.0
CREB5	Ex-4_HG	GO_BP	166	115	47	20749	5392	testable	875	0	0.0005186846371657893	1.0
CREB5	Ex-4_HG	Hallmark	166	115	47	20749	50	testable	38	0	0.004358220232650249	0.21791101163251247
CREB5	Ex-4_HG	Reactome	166	115	47	20749	1816	testable	473	0	0.0002099570221956945	0.2407856598102807
CREB5	IFNg	GO_BP	115	36	77	20749	5392	testable	400	0	0.004396668443157651	1.0
CREB5	IFNg	Hallmark	115	36	77	20749	50	testable	20	0	0.037832515556232786	1.0
CREB5	IFNg	Reactome	115	36	77	20749	1816	testable	192	0	0.003473391853977622	1.0
CREB5	dex	GO_BP	203	98	104	20749	5392	testable	684	0	0.0011320919680951633	1.0
CREB5	dex	Hallmark	203	98	104	20749	50	testable	27	0	0.011694189186643295	0.5847094593321648
CREB5	dex	Reactome	203	98	104	20749	1816	testable	371	0	0.0013922653330510643	1.0
CREB5	palmitate	GO_BP	140	99	36	20749	5392	testable	751	0	0.0023888974239563974	1.0
CREB5	palmitate	Hallmark	140	99	36	20749	50	testable	31	0	0.06915882793024189	1.0
CREB5	palmitate	Reactome	140	99	36	20749	1816	testable	451	0	0.00038794177780669215	0.4854171487190986
CREM	3-cyt	GO_BP	97	55	41	20749	5392	testable	371	0	0.0038903979505561567	1.0
CREM	3-cyt	Hallmark	97	55	41	20749	50	testable	13	0	0.13628585095830412	1.0
CREM	3-cyt	Reactome	97	55	41	20749	1816	testable	196	0	0.003821034647911941	1.0
CREM	Ex-4_HG	GO_BP	180	48	128	20749	5392	testable	1102	1	1.0858076133117158e-06	0.0058546746509767714
CREM	Ex-4_HG	Hallmark	180	48	128	20749	50	testable	35	0	0.012832985991207455	0.5523477110432259
CREM	Ex-4_HG	Reactome	180	48	128	20749	1816	testable	525	0	0.0013992747298325356	0.9192733187979605
CREM	IFNg	GO_BP	136	60	74	20749	5392	testable	783	0	5.803021851333857e-05	0.31289893822392156
CREM	IFNg	Hallmark	136	60	74	20749	50	testable	33	0	0.016454204490912068	0.8227102245456034
CREM	IFNg	Reactome	136	60	74	20749	1816	testable	357	0	0.0018999949233278954	1.0
CREM	dex	GO_BP	175	104	70	20749	5392	testable	646	0	0.0006049219378681542	1.0
CREM	dex	Hallmark	175	104	70	20749	50	testable	28	0	0.046472994162835325	1.0
CREM	dex	Reactome	175	104	70	20749	1816	testable	494	0	0.00048741129400843526	0.8851389099193184
CREM	palmitate	GO_BP	156	95	56	20749	5392	testable	850	0	0.0008259694101549077	1.0
CREM	palmitate	Hallmark	156	95	56	20749	50	testable	31	0	0.012523280901038717	0.6261640450519359
CREM	palmitate	Reactome	156	95	56	20749	1816	testable	436	0	0.001150648361023598	1.0
CTCF	3-cyt	GO_BP	67	31	35	20749	5392	testable	607	0	6.13734734987437e-05	0.33092576910522603
CTCF	3-cyt	Hallmark	67	31	35	20749	50	testable	18	0	0.012730595582899636	0.6365297791449818
CTCF	3-cyt	Reactome	67	31	35	20749	1816	testable	237	0	0.012854783122170813	1.0
CTCF	Ex-4_HG	GO_BP	128	75	49	20749	5392	testable	770	0	0.0010807935104032646	1.0
CTCF	Ex-4_HG	Hallmark	128	75	49	20749	50	testable	30	0	0.004065278143207259	0.20326390716036294
CTCF	Ex-4_HG	Reactome	128	75	49	20749	1816	testable	352	0	0.0005374287139105287	0.9253147871063949
CTCF	IFNg	GO_BP	7	4	1	20749	5392	insufficient_lt10	0	0		
CTCF	IFNg	Hallmark	7	4	1	20749	50	insufficient_lt10	0	0		
CTCF	IFNg	Reactome	7	4	1	20749	1816	insufficient_lt10	0	0		
CTCF	dex	GO_BP	97	84	12	20749	5392	testable	571	0	3.472904096629024e-05	0.09362949444511849
CTCF	dex	Hallmark	97	84	12	20749	50	testable	15	1	0.00022046958606117945	0.011023479303058973
CTCF	dex	Reactome	97	84	12	20749	1816	testable	313	0	0.000986985357216313	1.0
CTCF	palmitate	GO_BP	117	92	20	20749	5392	testable	766	0	0.0004659448628001891	0.8518918905355208
CTCF	palmitate	Hallmark	117	92	20	20749	50	testable	19	0	0.11857437605499399	1.0
CTCF	palmitate	Reactome	117	92	20	20749	1816	testable	282	0	0.0006499163991978505	0.6135395152518058
CUX2	3-cyt	GO_BP	135	69	65	20749	5392	testable	898	0	0.0007138137381751453	1.0
CUX2	3-cyt	Hallmark	135	69	65	20749	50	testable	29	1	0.00019831635638351138	0.00991581781917557
CUX2	3-cyt	Reactome	135	69	65	20749	1816	testable	403	0	0.0022239308388688904	1.0
CUX2	Ex-4_HG	GO_BP	115	68	43	20749	5392	testable	600	0	0.00015246136093353634	0.48903670486700207
CUX2	Ex-4_HG	Hallmark	115	68	43	20749	50	testable	22	0	0.03368900495485538	1.0
CUX2	Ex-4_HG	Reactome	115	68	43	20749	1816	testable	199	0	0.0013106322505434575	1.0
CUX2	IFNg	GO_BP	189	89	98	20749	5392	testable	953	0	9.932944734807981e-05	0.5355843801008464
CUX2	IFNg	Hallmark	189	89	98	20749	50	testable	36	1	0.0006244549930208707	0.031222749651043536
CUX2	IFNg	Reactome	189	89	98	20749	1816	testable	475	0	0.004964220344153955	1.0
CUX2	dex	GO_BP	176	139	36	20749	5392	testable	788	0	0.0003097561361404851	1.0
CUX2	dex	Hallmark	176	139	36	20749	50	testable	31	0	0.05031985965947824	1.0
CUX2	dex	Reactome	176	139	36	20749	1816	testable	485	0	0.0025494625806092466	1.0
CUX2	palmitate	GO_BP	156	112	39	20749	5392	testable	939	0	6.865108603994464e-05	0.37016665592738146
CUX2	palmitate	Hallmark	156	112	39	20749	50	testable	33	0	0.00388295314778191	0.1941476573890955
CUX2	palmitate	Reactome	156	112	39	20749	1816	testable	380	0	0.00038572409473036965	0.1286423006971387
DBP	3-cyt	GO_BP	148	71	76	20749	5392	testable	614	0	0.0007439344194703517	1.0
DBP	3-cyt	Hallmark	148	71	76	20749	50	testable	23	0	0.02725929479291951	1.0
DBP	3-cyt	Reactome	148	71	76	20749	1816	testable	341	0	0.001344375549252794	1.0
DBP	Ex-4_HG	GO_BP	143	97	42	20749	5392	testable	788	0	0.0008407686641703931	1.0
DBP	Ex-4_HG	Hallmark	143	97	42	20749	50	testable	39	0	0.006040891125712331	0.290865441004211
DBP	Ex-4_HG	Reactome	143	97	42	20749	1816	testable	346	2	1.7166756361363951e-06	0.0031174829552236935
DBP	IFNg	GO_BP	174	94	78	20749	5392	testable	637	0	0.0035587038285854523	1.0
DBP	IFNg	Hallmark	174	94	78	20749	50	testable	24	0	0.006195543919002539	0.26934238586859643
DBP	IFNg	Reactome	174	94	78	20749	1816	testable	485	0	0.002848057053859753	1.0
DBP	dex	GO_BP	95	65	29	20749	5392	testable	633	0	0.0005949772637974366	1.0
DBP	dex	Hallmark	95	65	29	20749	50	testable	20	0	0.011822151286003967	0.5911075643001983
DBP	dex	Reactome	95	65	29	20749	1816	testable	304	0	0.0033716156514494	1.0
DBP	palmitate	GO_BP	190	143	42	20749	5392	testable	925	0	2.5747565263824256e-05	0.1388308719025404
DBP	palmitate	Hallmark	190	143	42	20749	50	testable	32	0	0.00915437679272695	0.4577188396363475
DBP	palmitate	Reactome	190	143	42	20749	1816	testable	522	0	0.005566735170799184	1.0
EGR1	3-cyt	GO_BP	106	49	56	20749	5392	testable	649	0	0.0013798140873525005	1.0
EGR1	3-cyt	Hallmark	106	49	56	20749	50	testable	24	0	0.014489717510326489	0.4501561642532388
EGR1	3-cyt	Reactome	106	49	56	20749	1816	testable	360	0	0.00030931191984922884	0.5617104464461996
EGR1	Ex-4_HG	GO_BP	138	96	38	20749	5392	testable	770	0	0.00044195745690947996	1.0
EGR1	Ex-4_HG	Hallmark	138	96	38	20749	50	testable	34	1	4.253273784281755e-05	0.0021266368921408776
EGR1	Ex-4_HG	Reactome	138	96	38	20749	1816	testable	478	0	0.00244918906961777	1.0
EGR1	IFNg	GO_BP	163	105	56	20749	5392	testable	831	0	0.001325735994493539	1.0
EGR1	IFNg	Hallmark	163	105	56	20749	50	testable	29	0	0.014896456335798473	0.3931577334401793
EGR1	IFNg	Reactome	163	105	56	20749	1816	testable	404	0	0.0035929936732727176	1.0
EGR1	dex	GO_BP	199	127	71	20749	5392	testable	1005	1	8.568023701284501e-06	0.04619878379732603
EGR1	dex	Hallmark	199	127	71	20749	50	testable	32	0	0.011352832897341045	0.46838897348582054
EGR1	dex	Reactome	199	127	71	20749	1816	testable	465	0	0.012236918904358513	1.0
EGR1	palmitate	GO_BP	184	146	33	20749	5392	testable	1021	0	0.00010742832898187083	0.5792535498702475
EGR1	palmitate	Hallmark	184	146	33	20749	50	testable	42	0	0.008272914542908417	0.41364572714542086
EGR1	palmitate	Reactome	184	146	33	20749	1816	testable	383	0	6.544561187205779e-05	0.11884923115965694
ELF1	3-cyt	GO_BP	122	59	62	20749	5392	testable	803	0	0.0009381535456561735	1.0
ELF1	3-cyt	Hallmark	122	59	62	20749	50	testable	29	0	0.018550678343304206	0.6104926843000432
ELF1	3-cyt	Reactome	122	59	62	20749	1816	testable	504	0	0.002177564449789474	1.0
ELF1	Ex-4_HG	GO_BP	100	43	53	20749	5392	testable	692	0	0.0008098157661999453	1.0
ELF1	Ex-4_HG	Hallmark	100	43	53	20749	50	testable	22	0	0.004042034490168643	0.14245339201537818
ELF1	Ex-4_HG	Reactome	100	43	53	20749	1816	testable	250	0	0.0010090900468958676	0.8423970775092906
ELF1	IFNg	GO_BP	50	9	39	20749	5392	testable	448	0	0.0003698602535543737	1.0
ELF1	IFNg	Hallmark	50	9	39	20749	50	testable	24	0	0.018688778144474612	0.6340708280621395
ELF1	IFNg	Reactome	50	9	39	20749	1816	testable	167	0	0.0028648005394435517	1.0
ELF1	dex	GO_BP	114	54	59	20749	5392	testable	619	0	6.35428618951932e-05	0.34262311133888174
ELF1	dex	Hallmark	114	54	59	20749	50	testable	28	0	0.011307477156011051	0.3904884880990152
ELF1	dex	Reactome	114	54	59	20749	1816	testable	228	0	0.011773480725599401	1.0
ELF1	palmitate	GO_BP	105	71	29	20749	5392	testable	575	0	0.00037547814917988703	1.0
ELF1	palmitate	Hallmark	105	71	29	20749	50	testable	25	0	0.07192093825090118	1.0
ELF1	palmitate	Reactome	105	71	29	20749	1816	testable	268	0	0.004541202898601167	1.0
ELF2	3-cyt	GO_BP	159	70	88	20749	5392	testable	802	0	0.002414115578376206	1.0
ELF2	3-cyt	Hallmark	159	70	88	20749	50	testable	35	1	0.0007134739237571587	0.035673696187857935
ELF2	3-cyt	Reactome	159	70	88	20749	1816	testable	453	0	0.0007940227777972835	1.0
ELF2	Ex-4_HG	GO_BP	125	53	68	20749	5392	testable	768	0	0.00035579592916205443	0.7994032500240177
ELF2	Ex-4_HG	Hallmark	125	53	68	20749	50	testable	32	0	0.01540773679750556	0.42071462112769725
ELF2	Ex-4_HG	Reactome	125	53	68	20749	1816	testable	297	0	0.0008481555131970054	0.6177376257384227
ELF2	IFNg	GO_BP	185	85	98	20749	5392	testable	732	0	0.0004688635798912521	1.0
ELF2	IFNg	Hallmark	185	85	98	20749	50	testable	32	1	0.000549996869664982	0.027499843483249103
ELF2	IFNg	Reactome	185	85	98	20749	1816	testable	369	0	0.0007768506175428611	1.0
ELF2	dex	GO_BP	168	78	89	20749	5392	testable	954	0	9.892888565052388e-06	0.05334245514276247
ELF2	dex	Hallmark	168	78	89	20749	50	testable	33	2	0.0003202208356883901	0.016011041784419505
ELF2	dex	Reactome	168	78	89	20749	1816	testable	470	16	2.2117318980286702e-05	0.018313200990264743
ELF2	palmitate	GO_BP	45	24	16	20749	5392	testable	224	0	0.0023267457043728867	1.0
ELF2	palmitate	Hallmark	45	24	16	20749	50	testable	11	0	0.005692622213342616	0.28463111066713076
ELF2	palmitate	Reactome	45	24	16	20749	1816	testable	161	0	0.0065751364192567965	1.0
ELF3	3-cyt	GO_BP	50	18	31	20749	5392	testable	280	0	0.0034025154715105325	1.0
ELF3	3-cyt	Hallmark	50	18	31	20749	50	testable	10	0	0.006534658936697693	0.32673294683488463
ELF3	3-cyt	Reactome	50	18	31	20749	1816	testable	226	0	0.0006985360266613397	1.0
ELF3	Ex-4_HG	GO_BP	128	79	45	20749	5392	testable	707	0	0.00010631680108452187	0.5732601914477419
ELF3	Ex-4_HG	Hallmark	128	79	45	20749	50	testable	25	0	0.02527986345352487	0.6277162950450282
ELF3	Ex-4_HG	Reactome	128	79	45	20749	1816	testable	311	0	0.01875199817884166	1.0
ELF3	IFNg	GO_BP	58	34	22	20749	5392	testable	528	0	0.0003406344125947841	0.9219006958034895
ELF3	IFNg	Hallmark	58	34	22	20749	50	testable	22	0	0.007076233477052762	0.3240182679637537
ELF3	IFNg	Reactome	58	34	22	20749	1816	testable	230	0	0.0040675780039815266	1.0
ELF3	dex	GO_BP	160	74	85	20749	5392	testable	859	0	0.0005819907210692746	1.0
ELF3	dex	Hallmark	160	74	85	20749	50	testable	31	0	0.00891180286077656	0.23437541917943872
ELF3	dex	Reactome	160	74	85	20749	1816	testable	426	0	0.0005087970250256367	0.5676336203991998
ELF3	palmitate	GO_BP	101	66	30	20749	5392	testable	656	0	0.0003474618698512474	0.7512460762419875
ELF3	palmitate	Hallmark	101	66	30	20749	50	testable	32	2	0.0006135655235109585	0.030678276175547924
ELF3	palmitate	Reactome	101	66	30	20749	1816	testable	424	0	0.0010292109637113258	1.0
ELF4	3-cyt	GO_BP	59	40	18	20749	5392	testable	397	0	0.00038923342599419533	1.0
ELF4	3-cyt	Hallmark	59	40	18	20749	50	testable	10	0	0.05504894734893308	1.0
ELF4	3-cyt	Reactome	59	40	18	20749	1816	testable	162	0	0.0009755061548133788	0.8542414029833796
ELF4	Ex-4_HG	GO_BP	60	37	19	20749	5392	testable	346	0	0.00036455710893078605	1.0
ELF4	Ex-4_HG	Hallmark	60	37	19	20749	50	testable	24	0	0.05629764708175563	0.8272882011525139
ELF4	Ex-4_HG	Reactome	60	37	19	20749	1816	testable	149	0	0.0020006482785682837	1.0
ELF4	IFNg	GO_BP	87	69	16	20749	5392	testable	557	0	0.0006094180399453517	1.0
ELF4	IFNg	Hallmark	87	69	16	20749	50	testable	20	0	0.10740904919171304	1.0
ELF4	IFNg	Reactome	87	69	16	20749	1816	testable	167	0	0.0034654336441549945	1.0
ELF4	dex	GO_BP	122	89	32	20749	5392	testable	658	0	0.0007063326529680787	1.0
ELF4	dex	Hallmark	122	89	32	20749	50	testable	20	0	0.1113015521797046	1.0
ELF4	dex	Reactome	122	89	32	20749	1816	testable	295	0	0.011725312533031435	1.0
ELF4	palmitate	GO_BP	131	68	58	20749	5392	testable	726	0	0.0003906896958921904	0.7249741046787989
ELF4	palmitate	Hallmark	131	68	58	20749	50	testable	30	0	0.016680696645922824	0.8340348322961412
ELF4	palmitate	Reactome	131	68	58	20749	1816	testable	369	0	3.955862957467781e-05	0.07183847130761489
ELK1	3-cyt	GO_BP	179	93	85	20749	5392	testable	1064	0	0.0007275675020967105	0.9357859626291849
ELK1	3-cyt	Hallmark	179	93	85	20749	50	testable	29	0	0.012218047183442543	0.6109023591721272
ELK1	3-cyt	Reactome	179	93	85	20749	1816	testable	539	0	0.001510602338177908	1.0
ELK1	Ex-4_HG	GO_BP	158	72	82	20749	5392	testable	639	0	0.0008471345825208881	1.0
ELK1	Ex-4_HG	Hallmark	158	72	82	20749	50	testable	24	0	0.10689162081832666	1.0
ELK1	Ex-4_HG	Reactome	158	72	82	20749	1816	testable	359	0	0.0012597603356789694	1.0
ELK1	IFNg	GO_BP	112	73	37	20749	5392	testable	651	0	0.0015385540009794079	1.0
ELK1	IFNg	Hallmark	112	73	37	20749	50	testable	25	0	0.031507428015942016	0.7723027607917446
ELK1	IFNg	Reactome	112	73	37	20749	1816	testable	419	0	0.00032292298509477014	0.5864281409321026
ELK1	dex	GO_BP	162	77	84	20749	5392	testable	925	0	0.0005965622777678635	1.0
ELK1	dex	Hallmark	162	77	84	20749	50	testable	25	0	0.038937853469639	1.0
ELK1	dex	Reactome	162	77	84	20749	1816	testable	607	0	8.375346661233164e-05	0.1469727192894309
ELK1	palmitate	GO_BP	115	94	16	20749	5392	testable	785	0	6.34057691276067e-05	0.3418839071360553
